DeAgostini,ムーミンハウスをつくる,"誰もがあたたかく迎え入れられる、世界中でたったひとつの場所、ムーミンハウス。 
芸術家で小説家のトーベ・ヤンソンが生み出した『ムーミン』の世界から、時代を越えて親しまれるムーミンハウスが精巧な組み立て"
DeAgostini,ザ・ビートルズ・LPレコード・コレクション,"音楽史に名を刻むあの名盤をもう一度。 180g重量盤LPで聴く 
ビートルズ・ファン必携のアルバム・コレクション。2枚組、3枚組アルバムを含む全23号のビートルズ名盤シリーズだ。本シリーズのために特別"
DeAgostini,籐でつくる小物とバッグ,自分でつくる籐のバッグと小物で、普段の暮らしをもっと素敵に、もっと豊かに。 天然素材の籐を使って、手づくりのかごバッグや小物をつくりましょう。 隔週刊『籐でつくる小物とバッグ』は、楽しみながら籐の作品
DeAgostini,日本の名峰 DVD付きマガジン,"個性豊かな日本各地の名峰を訪ね、山の魅力に迫る！ DVDには毎号、BS-TBS『日本の名峰 絶景探訪』から1話を再編集して収録。 
絶景はもちろん、その地で見る「朝日」にもこだわり、季節、天気、気温な"
DeAgostini,バック・トゥ・ザ・フューチャー デロリアン,『バック・トゥ・ザ・フューチャー』で一躍名を馳せ、世界で最も有名となったタイムマシン、デロリアン。 斬新なメタルボディ、近未来的なガルウイングドア。 あのデロリアンが、8分の1ビッグスケールモデルで帰
DeAgostini,F1マシンコレクション,"時代を駆け抜けたレジェンドマシンをその手に！ 待ちに待ったスケールモデルの傑作、1950年の発足以来F1史に燦然と輝く名車の数々が、チームの枠を超えてここに集結した。 
本シリーズの1/43スケール・"
DeAgostini,おしえて！ おしゃべりガイコツ,"骨はからだを支えているんだボーン！ それにね…なんで骨はあるんだろう？ 
しゃべる人体模型、ホネッキーを完成させるシリーズです。骨や内臓を組み立てながら、人のからだのしくみがどうなっているのかが、楽し"
DeAgostini,日本の城 改訂版,"『日本の城 改訂版』大好評につき再刊行。日本の城を知り尽くす！ 
現存する天守から、櫓、門、わずかに残っている山城や砦まで、日本全国に残る数々の城を詳細に解説。当時の姿を再現した復元CGや内部の断面図"
DeAgostini,ジャズ・LPレコード・コレクション,"すべてのジャズ・アルバムの背景に、すばらしいストーリーがある。 
ミュージシャン同士の奇跡的な化学反応、クラブやバーでの記憶に残るセッション、そして時に訪れる悲劇的最期。パーソネルを紹介する「演奏者た"
DeAgostini,マイ3Dプリンター 再刊行版,"3Dプリンターの世界にようこそ！ 
工業デザイナーでなくても、アーティストでなくても、自分のイメージしたものを実際に作ることができたら！それを実現できるのが、3Dプリンターの世界です。たとえば、デスク"
DeAgostini,傑作カンフー映画 ブルーレイ コレクション,"最強の""観るエナジー・ドリンク"" カンフー映画の原動力は""怒り""である。世にはびこる理不尽と不正義に対し、かつてヒーローやヒロインたちは湧き上がる ""怒り"" 
を胸に、拳ひとつで戦いを挑んだ。それは、"
DeAgostini,レ・グランディ・フェラーリ・コレクション,"大迫力の1/24スケール！ダイキャストモデルとカタログのように美しいマガジンで楽しむフェラーリの世界 ビッグスケール・ディティール・マテリアルにこだわった、待望のフェラーリコレクション。 
世界に名を"
DeAgostini,日本の神社大全,日本の神社は、古くから日本人の思想や宗教意識を培ってきたのであり、今も日本人の日常生活に計り知れない影響を及ぼしております。神社は目に見えない大切なものを多く包蔵していますが、この「日本の神社大全（全
DeAgostini,神社百景DVDコレクション,古より人々の信仰を集めてきた神の社 人々を見守り、畏れ敬われてきた神々は、今も全国の社と人々の心に鎮まる。 『隔週刊 神社百景DVDコレクション』は、BSジャパンで放映された 「神社百景 GRACE 
DeAgostini,円谷プロ特撮ドラマDVDコレクション,"昭和の日本が生み出した 円谷プロによる珠玉の作品群 特撮黎明期に放映された革新的な連続ドラマシリーズ『ウルトラQ』。 
""特撮の神様""円谷英二が手がけた『Q』の大ヒット以降、円谷プロは高度経済成長期の"
DeAgostini,第二次世界大戦 傑作機コレクション,"ダイキャストモデルと詳細な解説マガジンで第二次世界大戦の傑作機のすべてを手に入れる！ 
ダイキャストならではの重量感あふれる精密モデルと、貴重な写真やリアルなイラスト、CGを満載したマガジンで、古き良"
DeAgostini,釣りバカ日誌 映画DVDコレクション,"『釣りバカ日誌』シリーズの全22作品を完全収録！！ 毎号のDVDの見どころシーンを場面写真とセリフで紹介します。 
並んでいるだけで面白いハマちゃんとスーさんの釣りシーン、事件が巻き起こる浜崎家のリビ"
DeAgostini,サンダーバード２号＆救助メカ,"細部まで忠実に再現した本格コレクション。感動と熱狂が今、よみがえる。 
国際救助隊の超音速輸送機「サンダーバード2号」に加え、「ジェットモグラ」、「高速エレベーターカー」など特殊任務を遂行する救助メカ"
DeAgostini,ディズニー・ドリーム・シアター,"ディズニーの舞台が、あなたの部屋にやってくる！ 
プリンセスとプリンスの運命的な出会い。きらびやかな舞台で、ふたりの物語がはじまります。ディズニー不朽の名作といわれる３つの作品の美しい場面を、洗練され"
DeAgostini,空から日本を見てみようDVDコレクション,"日本列島を空中散歩！『空から日本を見てみよう』は、テレビ東京系列で2009年10月15日から2011年9月15日まで約2年間放映された、新感覚バラエティー。 
「くもじい」と「くもみ」のキャラクターが"
DeAgostini,スター・ウォーズ ミレニアム・ファルコン,"『帝国の逆襲』 －撮影用モデルを精巧に再現－ 
『スター・ウォーズ』初期3部作の製作にあたり、ミレニアム・ファルコンは、いくつかの撮影用模型がつくられた。とりわけ、第2作『帝国の逆襲』のアクションシー"
DeAgostini,昭和にっぽん 鉄道ジオラマ,"昭和の日本をディテールにこだわったミニチュアで精細に再現。 
昭和39(1964)年10月1日、東海道新幹線が開通し、10月10日には東京オリンピックが開幕しました。日本が元気一杯だった高度成長期のあ"
DeAgostini,リバティプリントでハンドメイド,"リバティプリントで手作りを楽しみ、豊かに、ていねいに時間を重ねて。 
毎号キットとして付いてくる、リバティプリントとその他の材料で手作りを楽しんでいただく、ソーイングコースです。70種類以上のリバティ"
DeAgostini,必殺仕事人DVDコレクション,『必殺仕事人DVDコレクション』は、藤田まこと演ずる中村主水の「必殺仕事人」9シリーズと、映画、スペシャル版を網羅。 マガジンではビジュアルを多用して、ドラマの見どころや江戸時代の暮らしを解説します。
DeAgostini,映画クレヨンしんちゃん DVDコレクション,"大人から子供まで、幅広い層のファンに人気を誇る、歴代の『映画クレヨンしんちゃん』をDVDとマガジンで多面的に楽しむ！ 
1993年に公開された、『アクション仮面VSハイグレ魔王』以来1年に1本のペース"
DeAgostini,スカイライダー・ドローン,"Sky Rider DroneでRC フライトは新次元へ！ 世界レベルのデザイン性と最先端デジタル技術の融合、今、世界中が注目する最新RCモデル「ドローン」(RC 
はラジオコントロールの略)。従来の"
DeAgostini,蒸気機関車C57を作る,"圧倒的なスケール感と際立つディテール、金属の質感あふれるC57があなたの手で蘇る。 
細めのボイラとボックス動輪から生まれる美しいフォルムが魅力のC57。その佇まいを24分の1のダイナミックなスケール"
DeAgostini,ジッポー コレクション 80th Anniversary,"世界中のファンに愛されてきた ライターの逸品、Zippo。強風をものともしない着火性。 
破損という言葉とは無縁の堅牢性。極めてシンプルな構造によるメインテナンスの容易さ。 そして、男たちの魂をとらえ"
DeAgostini,マイ3Dプリンター,"3Dプリンターの世界にようこそ！ 
工業デザイナーでなくても、アーティストでなくても、自分のイメージしたものを実際に作ることができたら！それを実現できるのが、3Dプリンターの世界です。たとえば、デスク"
DeAgostini,東映任侠映画傑作DVDコレクション,"あの頃の憧れていた男達にもう一度出会える！ 
日本の映画史上に一時代を築いた高倉健をはじめとするスター俳優たちの名演が楽しめる東映の任侠映画を毎号1作品収録したDVDと、豊富なビジュアルで作品を解説す"
DeAgostini,仮面ライダー オフィシャルパーフェクトファイル,"その世界観を時代ごとにさまざまに進化させながら、昭和と平成の時空間を越えて疾走する変身ヒーロー、仮面ライダー。 『週刊 
仮面ライダーオフィシャルパーフェクトファイル』は、各ライダーのプロフィールはも"
DeAgostini,大映特撮映画DVDコレクション,"ガメラ＆大魔神 すべての大映特撮映画ファンに贈る！ 
格調高い文芸作品や、日本映画の底力を呈した海外グランプリ受賞作、そして重厚な時代劇映画など、多くの傑作、名作を製作してきた大映が得意とするジャンル"
DeAgostini,北斗の拳 DVDコレクション,"199X年に起きた核戦争によって、暴力が支配する時代となった弱肉強食の世界に現れた、伝説の暗殺拳“北斗神拳”の伝承者・ケンシロウ。 
『北斗の拳』は、ケンシロウとその仲間そして強敵たちの生き様を描いた"
DeAgostini,スタートレック・スターシップコレクション,スタートレックのテレビシリーズと映画に登場する、主要な宇宙船を網羅した、まったく新しいスケールモデルコレクションです。 どの宇宙船もダイキャストと高品質ABS素材を使用し、美しい塗装を施すことで、細部
DeAgostini,ジャッキー・チェン DVD コレクション,"ジャッキーの名作映画をずらりと ラインナップした世界初のシリーズ！ 
本誌は、アジアが誇る世界的大スター、ジャッキー・チェンの100本を超える出演作の中から厳選した作品DVDを、ファンをうならせるビジ"
DeAgostini,日本の神社,"日本の神々が坐す はるかなる聖地を訪ねて。 
日本の神話と歴史にゆかりの深い名社を毎号一社取り上げ、その魅力を徹底解説する。いつかは行ってみたい神社の由来から、社殿をはじめとする建造物、歴史を物語るご"
DeAgostini,東宝・新東宝戦争映画DVD コレクション,日本映画史に刻まれた、珠玉の戦争映画の数々がここに！明治・大正・昭和と、日本は数々の戦争を経験してきました。一方で、映画技術が日本にもたらされ劇映画が製作されるようになった頃から《戦争》は主要なテーマ
DeAgostini,日本の名車,#NAME?
DeAgostini,剣客商売 DVD コレクション,"藤田まこと主演の人気時代劇シリーズ 「剣客商売」を収録したDVDと、そのストーリーや見どころ、時代背景などを紹介するマガジンがセットになったマガジンシリーズです。 
「剣客商売」は1998年に放映開始"
DeAgostini,ランボルギーニカウンタック LP500S,"""ランボルギーニカウンタック LP500S"" 70年代半ばにさっそうと登場し、日本人の心をわしづかみにしたスーパーカーの代名詞。 
目にも鮮やかなレッド、リアウイング、スイングアップドアといった個性溢"
DeAgostini,パッチワーク 改訂版,"パターンレッスンと小物作りの２部構成だから初めてでも大丈夫！""パターン""とは、パッチワークを構成する図案のこと。パターン作りを通して、ゆがみのない美しい縫い方や、図柄をきれいに見せる縫い代の倒し方など"
DeAgostini,ラリーカーコレクション,－伝説を乗せた永遠の名車－ 70年代～現在までの 新旧ラリーカーミュージアム級の コレクションをあなたの手に ラリーの歴史を彩ってきた究極のレスポ ンスを競うレース仕様のマシンを貴重な 情報と共に精密
DeAgostini,スズキ HAYABUSA GSX1300R,"""究極""をコンセプトに開発された世界最速マシン「SUZUKI GSX1300R 
ハヤブサ」。ハイスペックでありながら、抜群の安定性と運動性能を誇り、1999年の発売以来、世界中のライダーを魅了し続け"
DeAgostini,新刑事コロンボDVDコレクション,「新・刑事コロンボ」もカバーしたコレクションがついに登場！ 1968年の初登場から2003年の最終話まで、35年間にわたってヒットした『刑事コロンボ』。 その独特のキャラクターと斬新なストーリー展開は
DeAgostini,自衛隊モデル・コレクション,"陸・海・空が勢揃いする初めてのコレクション！！ 
隔週刊『自衛隊モデル･コレクション』は戦闘機、戦車、護衛艦など陸海空の各自衛隊が保有した主要装備の精巧なスケールモデルが、毎号1つ付属するマガジンシリ"
DeAgostini,ハーレーダビッドソン・プレミアムコレクション,"アメリカン・ブランドの伝説のハーレーダビッドソン。 
名車たちと100年を超える歴史を精巧な1/24スケールのダイキャストモデルと貴重な写真でビジュアル豊富に解説したマガジンでたどるコレクションシリー"
DeAgostini,そーなんだ！からだの不思議,お子様の”知りたい気持ち”を刺激する学習漫画、もっと学びたい子に、わかりやすい図版が満載。授業の補足学習も。文字だけの本が苦手な子に、魅力的なキャラクターやストーリーの流れがあるからスラスラ読める。夏
DeAgostini,マクロス・クロニクル 新訂版,"1982年からTVアニメとしてスタートし30周年を迎えた『超時空要塞マクロス』から最新作『マクロスFB7オレノウタヲキケ！ 
』まで、全ての作品を徹底網羅したオフィシャルファクトファイルです。 
「リ"
DeAgostini,日本の城,"週刊「日本の城」は日本全国の城の当時の姿を再現した復元 CG 
や内部の断面図、古絵図、古写真など、貴重なビジュアルを多用しながら、あらゆる角度から城の魅力をつぶさに伝えるマガジンです。 専用リングバ"
DeAgostini,戦艦大和を作る 改訂版,"週刊「戦艦大和を作る」は、毎号付属の金属･木製パーツを組み立てると、世界最大最強といわれ、日本海軍の象徴であった｢戦艦大和｣(1/250スケール)が完成するマガジンシリーズです。 
本シリーズでは、沖"
DeAgostini,そーなんだ！歴史編 改訂版,「週刊 そーなんだ！」シリーズは、ふだんの生活の中でいだくそぼくな？を取り上げ、マンガやイラストをたくさん使いながら分かりやすくとき明かしていきます。 思わず「そーなんだ！」となっとくしてしまう、楽し
DeAgostini,マクラーレン ホンダ MP4/4,"伝説のF1レーサー“アイルトン・セナ”に初タイトルをもたらした｢MP4/4｣は、1988年、全16戦中15勝の偉業を達成したF1最強マシンです。 
本シリーズは、｢マクラーレン｣と｢ホンダ｣そして「セ"
DeAgostini,銀河鉄道999 DVDコレクション,マガジンとDVDで楽しむ「銀河鉄道999」の世界 少年・星野鉄郎と、謎の美女メーテルの冒険を描いた「銀河鉄道999」は、1978（昭和53）年9月から放送されたSFテレビアニメです。 『銀河鉄道999
DeAgostini,HMSヴィクトリーを作る,"帆船模型ファン憧れのヴィクトリー号をあなたの手で。 
1805年、「トラファルガーの海戦」でホレーショ・ネルソンが旗艦としたヴィクトリー号を、ミュージアムモデル級の大迫力模型として再現します。帆船模型"
DeAgostini,コンバット・タンク・コレクション,"精密モデルと詳細な解説で迫る、戦車&装甲戦闘車両の進化と戦いの歴史！ 
存在感あふれる精密モデルと貴重な写真や詳細な解説が満載されたマガジンで、戦車＆装甲戦闘車両の魅力を余すところなく伝えます。技術的"
DeAgostini,歴史のミステリー 改訂版,"週刊『歴史のミステリー』は、古代から現代に至るさまざまな事象について、その真偽を含めた多くの謎や疑問を掘り起こすことによって、歴史の知られざる一面に迫るビジュアルマガジンシリーズです。 
歴史書といわ"
DeAgostini,ディズニー・パレード,"パレードが始まる！ ディズニー・ワールドのとびきりすてきなエンターテインメントをあなたに。ミッキー、プーさん、シンデレラ、アリス… 
楽しくかわいいフロートの数々が夢と魔法でいっぱいのパークの中を音楽"
DeAgostini,ブルーノート・ベスト・ジャズコレクション,"『BLUE NOTE best jazz 
collection』では毎号1人のアーティストを取り上げて、その生き様や〈ブルーノート〉での活躍、〈ブルーノート〉の歴史を紐解いていくCD付きマガジンシリ"
DeAgostini,日本の100人 改訂版,"100人のドラマで紐解く日本の歩み『週刊 日本の１００人 
改訂版』は、古代から現代にいたるまで、日本の歴史を語る上で欠かすことのできない人物を時代やジャンルを問わず、１００人とりあげ、そのひとりひと"
DeAgostini,蒸気機関車D51を作る,"待望のD51本格スケールモデルが誕生。 
｢D51｣は、わが国の蒸気機関車の代表と言える機関車で、蒸気機関車の代名詞として、四国を除く日本全国で活躍しました。本シリーズは、その｢D51標準形｣の重厚感"
DeAgostini,トヨタ2000GT,「TOYOTA 2000GT（前期型）」は、日本車史上最も美しいフォルムと言われ、 わずか337台しか世に出ることがなかった幻の名車です。『週刊 トヨタ 2000GT』は、 トヨタ博物館が所蔵する実車
DeAgostini,赤毛のアンの家,週刊「赤毛のアンの家」は、毎号付属のパーツを組み立て、小説｢赤毛のアン｣に登場する「アンの家（グリーン･ゲイブルズ）」のドールズハウスと、アヴォンリー村の情景を凝縮したジオラマ（1/24スケール）を作
DeAgostini,ガンダム パーフェクト・ファイル,様々な時代や世界を超えて描かれているガンダムの物語。 そこに登場する白いモビルスーツは、戦いの象徴なのか、それとも希望の象徴となるのか？想いを叶えるために人々が踏み出した一歩が新たなる物語を紡いでゆく
DeAgostini,和時計をつくる,"当時の機構を忠実に再現した『和時計』復刻モデル 西洋の機械時計をもとに、江戸の職人たちによって改良が重ねられ、発展をとげた和時計。 
当時の人々の""不定時法""の生活に合わせるために、日本ならではの独自"
DeAgostini,ジェリー・アンダーソンSF特撮DVDコレクション,世界で、そして日本でも大ブームを巻き起こした『サンダーバード』の生みの親である名プロデューサー『ジェリー・アンダーソン』。彼が手掛けた作品は、今もなお見る者を魅了し続けており、日本の特撮番組やアニメー
DeAgostini,もっとデジイチLIFE,週刊『もっとデジイチLIFE』では、デジタル一眼カメラの使い方はもちろんのこと、さまざまなシーン別撮影のプロセスをステップ・バイ・ステップで毎号紹介。撮影テクニックを基礎から応用まで少しずつ学べ、さら
DeAgostini,パッチワーク,"「隔週刊 
パッチワーク」は、楽しみながら自然にパッチワークのテクニックが身につくマガジンシリーズです。毎号ベーシックなパッチワークのパターンを１つ作ります。 
また、｢ティッシュボックスカバー｣｢ポ"
DeAgostini,ロボゼロ,"ロボットヒーローを彷彿させるスタイリッシュな外観そのままに、素早い動きと軽やかな身のこなし、安定したバランスで抜群の運動性能を発揮する""ROBO 
XERO""。様々なアクションを可能にする先進的な機能"
DeAgostini,名探偵ポワロ DVDコレクション,“ミステリーの女王”アガサ・クリスティーが生み出した、名探偵エルキュール・ポワロ。このおしゃれでキザなベルギー人探偵が、解き明かすトリックの数々！ 魅力的で難解な事件を、ビジュアル満載のマガジンととも
DeAgostini,NHK 名曲アルバム CDコレクション,"隔週刊『ＮＨＫ名曲アルバム 
ＣＤコレクション』は、ＮＨＫで30年以上続いている人気番組『名曲アルバム』で放送された珠玉の名曲を収録したＣＤと、解説やエッセイを収めたビジュアル豊富なマガジンがセットに"
DeAgostini,戦国甲冑をつくる,「週刊 戦国甲冑をつくる」は当時の伝統工芸の粋を集めて作られた政宗の甲冑を 同時代・同型の甲冑も詳細に調査・研究しながら復元し、当時と同じ素材、技法を随所に用いて再現。 1/2スケールの本格甲冑模型を
DeAgostini,コメディドラマで ENGLISH,"『週刊 コメディドラマで 
ENGLISH』は、ドラマで使われている日常会話を見て、聞いて、発音練習をするだけで、海外旅行やビジネスでの日常会話など、ネイティブの生きた英語を身に付けられるシリーズです"
DeAgostini,日本の古寺・仏像 DVDコレクション,"『隔週刊 日本の古寺・仏像 
DVDコレクション』は、毎号マガジンとともに提供するDVDには、寺院で撮影された美しい映像が収録されています。伽藍の佇まい、日本建築の様式美、仏像の魅力などを映像で細部に"
DeAgostini,大草原の小さな家 DVDコレクション,アメリカ人作家ローラ・インガルス・ワイルダーの自叙伝的小説をドラマ化した「大草原の小さな家」は、1974年の放送開始直後から全米で賞賛を浴び、1983年までに9シーズンにわたって製作された大ヒットドラ
DeAgostini,マクラーレンMP4-23,"「MP4-23」は、2008年にデビュー2年目にしてF1史上最年少でシリーズチャンピオンとなった「ルイス・ハミルトン」の快進撃を支えたマシンです。 
最先端のテクノロジーを結集した「MP4-23」を生"
DeAgostini,鬼平犯科帳DVDコレクション,"傑作時代劇『鬼平犯科帳』の魅力満載、ファン必見のＤＶＤマガジン化！ 
『鬼平犯科帳』は、江戸時代に実在した火付盗賊改方長官｢長谷川平蔵｣をモデルに、昭和を代表する作家・池波正太郎が描き出した時代小説シ"
DeAgostini,バレエDVDコレクション,"わかりやすいビジュアルマガジンと美しいDVDで、バレエの魅力に酔いしれる。 『隔週刊 
バレエDVDコレクション』は世界のバレエの名作・名演を紹介するDVDコレクション・シリーズです。ダンサーの磨き抜"
DeAgostini,ホンダ CB750FOUR,"1969年。当時最高の技術の粋を集約し、ホンダが世界のバイク市場に向けて発表した「Honda DREAM CB750 
FOUR（K0）」。大排気量4気筒エンジンの咆哮と、その圧倒的な存在感に全世界が"
DeAgostini,ハマーH1 ラジコンカー,軍用車の流れを汲むハマーH1は、その特徴を色濃く残し、一般的なSUVとは一線を画した風 格で、ファン垂涎の的となっています。そのH1を、骨太な外観・スピード・走破力まで実 車さながらにラジオコントロー
DeAgostini,戦国武将データファイル,"『週刊 
戦国武将データファイル』は応仁の乱から始まる日本の戦国時代において天下の覇権を巡って戦いを繰り広げた名代の戦国武将たちを網羅したマガジンシリーズです。 
戦国時代に活躍した300名以上にのぼ"
DeAgostini,航空母艦 赤城を作る,空母機動部隊の旗艦であり、日本初の大型空母として知られる「航空母艦赤城」。太平洋戦争初期、欧米列強国の艦艇に対して破竹の連勝を収めたことで「世界最強」と恐れられ、数々の輝かしい戦歴を残し最強空母艦隊の
DeAgostini,野鳥の世界,"『週刊 
野鳥の世界』は、バードウォッチングや野鳥を楽しむための情報を、美しく、躍動感あふれる写真やイラストとともに紹介するマガジンシリーズです。野鳥の生態や行動、習性、見分け方、観察できる場所を丁寧"
DeAgostini,スパイ大作戦 DVDコレクション,TVドラマ『スパイ大作戦』は、1966年からアメリカのCBSネットワークで7シーズンにわたっ て放送され、日本でも1967年から放送が開始されました。本部から指令された「遂行不可 能と思われる作戦＝ミ
DeAgostini,宇宙戦艦ヤマト オフィシャル・ファクトファイル,本シリーズは、1974年にTV放映された「宇宙戦艦ヤマト」から、2009年12月12日より公開さ れた、劇場用アニメーション映画「宇宙戦艦ヤマト・復活篇」まで、全ての作品を徹底網 羅したオフィシャルフ
DeAgostini,日本のうた こころの歌 改訂版,"『隔週刊 日本のうた 
こころの歌』は、童謡・唱歌・抒情歌など、故郷への想いを綴った歌や、美しい自然と四季折々の歌、スコットランド・ロシア民謡といった日本人に親しまれてきた海外の歌まで、毎号7～8曲ず"
DeAgostini,エヴァンゲリオン・クロニクル 新訂版,GAINAX完全監修、エヴァ専用公式ガイドブック！エヴァンゲリオンの世界を様々な角度からエヴァの魅力を余すところなく徹底解説するマガジンシリーズです。本誌では、重厚なストーリー、EVAや登場人物、使徒
DeAgostini,フェラーリF2007ラジコンカー,"『週刊フェラーリ F2007 ラジコンカー』で組み立てるフェラーリ「F2007」は、2007年のF1シーンでワールドチャンピオンに輝いたマシン。 
1/7スケールで再現した本格的なエンジンラジオコント"
DeAgostini,江戸,"「週刊 
江戸」は、大河ドラマや歴史小説などでもなじみの深い「江戸時代」に焦点を当てたマガジンシリーズです。7つの章からなる本誌は、歴史上の主な出来事の解説に加え、当時の諸国事情、庶民の暮らしなど、様"
DeAgostini,そーなんだ！歴史編,「週刊 そーなんだ！ 歴史編」では、日本史と世界史それぞれの知っておきたいポイントや、学校 では教えてくれない歴史の知られざる一面を紹介。見やすく分かりやすいオールカラーのページや、見開きの特大イラス
DeAgostini,松本清張,本シリーズは、昭和の文豪、松本清張とその名作の魅力を再発見できるシリーズです。第1号から第12号では、厳選した作品を毎号1つ取り上げ、その解説はもちろん、作品のバックボーンとなった清張の貴重な取材メモ
DeAgostini,東宝特撮映画DVDコレクション,1954年公開の「ゴジラ」は見たこともない特殊撮影とドラマチックで重厚なストーリーで当時の観客たちの心を捉えました。その後次々と公開された東宝特撮映画は、映画黄金期を代表する娯楽の王道として卓越したイ
DeAgostini,DVDオペラ・コレクション,本シリーズはオペラの本場ヨーロッパを中心に、世界中から集められた名演をDVDに収録したコレクション・シリーズです。DVDに登場するのは、一流の歌手、指揮者、オーケストラばかり。もちろん、世界屈指の才能
DeAgostini,零戦をつくる,太平洋戦争前半の快進撃を支え、日本の主力機として最も輝いていた時代の零戦、『零式艦上戦闘機二一型』。徹底した機体の軽量化と空力的洗練が施され、当時の日本の技術の粋を集めて作られたその勇姿を、かつてない
DeAgostini,Xファイル DVDコレクション 改訂版,『Xファイル』は1993年から全米で放映された超常現象を題材にした人気ドラマです。アメ リカ連邦捜査局（FBI）に保管された「The X-Files」（超常現象が関係しているとされる 未解決事件簿）に
DeAgostini,ウルトラマン オフィシャルデータファイル,『週刊ウルトラマンオフィシャルデータファイル』は、1966年にテレビ放映が開始された 「ウルトラQ」から、最新作の「大決戦！超ウルトラ8兄弟」まで、テレビ版・劇場版を問 わず全てのウルトラシリーズの作
DeAgostini,ディズニー・ドリーム・ファイル,"世界中の子どもに、そして大人にも、夢と希望、愛や冒険の喜びを提供し続けてきたウォルト・ディズニー。 
『週刊ディズニー・ドリーム・ファイル』は、世界中で愛されているキャラクターたちの詳細なデータや、ア"
DeAgostini,わが家で和食改訂版,"数々の料理番組をレギュラーに持ち、料理本の執筆も手がける土井善晴氏が監修を手掛けるレシピマガジンシリーズです。 
和食の基本からひと手間かけた和食まで、食材の力を上手に引き出す新しい調理法やプロならで"
DeAgostini,CSI:DVDコレクション,全世界で高視聴率を記録し続けるTVドラマ「CSI：科学捜査班」から、毎号2話を収録したDVDと、DVDに収録されたエピソードや、科学捜査に関連する様々な情報を紹介するシリーズです。ドラマのエピソード解
DeAgostini,安土城をつくる,天下統一を目前に控えた織田信長が、当時の建築技術と贅を尽くして築きあげた安土城。 日本の城の中でもっとも豪華であったと言われ、後世の城建築にも多大な影響を残しました。 しかし完成わずか3年後、信長が本
DeAgostini,天体模型・太陽系を作る,最新の学説に基づいた正確な太陽系の運行を示す天体模型（太陽系儀ともいう）のパーツと、太陽系の惑星や宇宙科学を紹介するマガジンがセットになったシリーズです。毎号付属のパーツを組み立てることにより、金属製
DeAgostini,『東映時代劇 傑作ＤＶＤコレクション,"東映時代劇の傑作をDVDとマガジンで！ 隔週刊『東映時代劇 
傑作DVDコレクション』は、面白さを前面に打ち出し、人々の一大娯楽として昭和三十年代にブームを巻き起こした東映時代劇映画の傑作を、DVDで"
